time,reward,1,2,3,4,5,6,7,8,delay,replication
11700,-729.3611,30,30,56,39,30,30,57,44,49.0151748657227,8050297
32400,0,30,30,62,34,14,30,42,35,0,8050297
12600,-406.1141,9,30,54,15,9,30,37,48,49.0151748657227,8050297
20700,-683.8785,7,30,26,15,28,30,42,35,44.0176239013672,8050297
33300,0,30,30,62,34,14,30,42,35,0,8050297
17100,-11124.2052,7,30,26,15,30,30,42,35,44.0830879211426,8050297
34200,0,30,30,62,34,14,30,42,35,0,8050297
35100,0,30,30,62,34,14,30,42,35,0,8050297
21600,-171.3842,7,30,62,34,14,30,42,35,10.0705938339233,8050297
22500,-12273.8343,7,30,26,15,14,30,42,35,0,8050297
36000,0,30,30,62,34,14,30,42,35,0,8050297
14400,-15165.1529,30,28,61,29,29,30,24,48,47.6073722839355,8050297
36900,0,30,30,62,34,14,30,42,35,0,8050297
23400,-13769.268,30,30,62,34,14,30,42,35,0,8050297
24300,0,30,30,62,34,14,30,42,35,0,8050297
37800,0,30,30,62,34,14,30,42,35,0,8050297
13500,-319.6825,30,30,31,39,10,30,51,64,56.558479309082,8050297
25200,0,30,30,25,34,14,30,42,35,0,8050297
38700,0,30,30,62,34,14,30,42,35,0,8050297
18000,-353.0173,10,30,26,15,30,30,42,47,46.8353118896484,8050297
39600,0,30,30,62,34,14,30,42,35,0,8050297
26100,0,30,30,62,34,14,30,42,35,0,8050297
27000,0,30,30,62,34,14,30,42,35,0,8050297
40500,0,30,30,62,69,14,30,42,35,0,8050297
15300,-2367.8233,30,30,31,23,13,18,46,64,47.6073722839355,8050297
41400,0,30,30,62,34,14,30,42,35,0,8050297
42300,0,30,30,62,34,14,30,42,35,0,8050297
43200,0,30,30,62,34,14,30,42,35,0,8050297
18900,-1878.3824,7,30,26,15,25,30,42,35,38.2964324951172,8050297
44100,0,30,30,62,34,14,30,42,35,0,8050297
27900,0,30,30,62,34,14,30,42,35,0,8050297
16200,-4298.4565,7,30,26,15,30,18,29,41,48.3386154174805,8050297
45000,0,30,30,26,34,14,30,42,35,0,8050297
28800,0,30,30,62,34,14,30,42,35,0,8050297
14400,-22621.4601,30,8,49,39,30,30,47,43,58.005916595459,8050297
45900,0,30,30,62,34,14,30,42,35,0,8050297
29700,0,30,30,62,34,14,30,42,35,0,8050297
30600,0,30,30,62,34,14,30,42,35,0,8050297
46800,0,30,30,62,34,14,30,42,35,0,8050297
31500,0,30,30,62,34,14,30,42,35,0,8050297
47700,0,30,30,62,34,14,30,42,35,0,8050297
19800,-3376.3554,7,30,26,15,30,30,42,35,42.2019348144531,8050297
48600,0,30,30,62,34,14,30,42,35,0,8050297
32400,0,30,30,62,34,14,30,42,35,0,8050297
49500,0,30,30,62,34,14,30,42,35,0,8050297
33300,0,30,30,62,34,14,30,42,35,0,8050297
34200,0,30,30,62,34,14,30,42,35,0,8050297
50400,0,30,30,62,34,14,30,42,35,0,8050297
51300,0,30,30,62,34,14,30,42,35,0,8050297
17100,-345.5399,7,30,26,15,23,30,42,35,43.4098014831543,8050297
52200,0,30,30,62,34,14,30,42,35,0,8050297
35100,0,30,30,62,34,14,30,42,35,0,8050297
53100,0,30,30,62,34,14,30,42,35,0,8050297
15300,-2258.5634,30,16,61,15,30,30,29,27,32.4992790222168,8050297
20700,-929.1207,7,30,26,15,30,30,42,35,43.610034942627,8050297
18000,-431.9082,16,30,25,15,30,30,42,16,43.4098014831543,8050297
36000,0,30,30,62,34,14,30,42,35,0,8050297
36900,0,30,30,62,34,14,30,42,35,0,8050297
54000,0,30,30,62,34,14,30,42,35,0,8050297
54900,0,30,30,62,34,14,30,42,35,0,8050297
37800,0,30,30,62,34,14,30,42,35,0,8050297
55800,0,30,30,62,34,14,30,42,35,0,8050297
21600,-72.266,7,30,26,15,14,30,42,35,12.3329076766968,8050297
38700,0,30,30,62,34,14,30,42,35,0,8050297
56700,0,30,30,62,34,14,30,42,35,0,8050297
39600,0,30,30,62,69,14,30,42,35,0,8050297
22500,-123.4197,7,30,26,15,14,30,42,35,0.673232793807983,8050297
57600,0,30,30,62,34,14,30,42,35,0,8050297
40500,0,30,30,62,34,14,30,42,35,0,8050297
23400,-7281071.3009,30,30,32,40,14,30,42,35,0,8050297
16200,-199.7975,7,30,26,15,30,30,42,35,41.8684730529785,8050297
18900,-3450.2609,30,30,45,15,30,30,42,60,43.3440093994141,8050297
58500,0,30,30,62,34,14,30,42,35,0,8050297
41400,0,30,30,62,34,14,30,42,35,0,8050297
59400,0,30,30,62,34,14,30,42,35,0,8050297
24300,-7663172.569,30,30,62,34,14,30,42,35,0,8050297
42300,0,30,30,62,34,14,30,42,35,0,8050297
25200,0,30,30,62,34,14,30,42,35,0,8050297
60300,0,30,30,62,34,14,30,42,35,0,8050297
43200,0,30,30,62,34,14,30,42,35,0,8050297
61200,0,30,30,62,34,14,30,42,35,0,8050297
26100,0,30,30,62,34,14,30,42,35,0,8050297
44100,0,30,30,62,34,14,30,42,35,0,8050297
62100,0,30,30,62,34,14,30,42,35,0,8050297
27000,0,30,30,15,34,14,30,42,35,0,8050297
45000,0,30,30,62,69,14,30,42,35,0,8050297
63000,0,30,30,62,34,14,30,42,35,0,8050297
17100,-3390.9674,7,30,16,15,30,30,42,15,39.556770324707,8050297
27900,0,30,30,62,34,14,30,42,35,0,8050297
63900,0,30,30,62,34,14,30,42,35,0,8050297
45900,0,30,30,62,34,14,30,42,35,0,8050297
64800,0,30,30,62,34,14,30,42,35,0,8050297
46800,0,30,30,62,34,14,30,42,35,0,8050297
65700,0,30,30,62,34,30,30,42,35,0,8050297
47700,0,30,30,62,34,14,30,42,35,0,8050297
19800,-6276.4794,7,30,26,15,30,30,42,35,40.6357345581055,8050297
66600,0,30,30,62,34,14,30,42,35,0,8050297
48600,0,30,30,62,34,14,30,42,35,0,8050297
67500,0,30,30,62,34,14,30,42,35,0,8050297
49500,0,30,30,62,34,14,30,42,35,0,8050297
50400,0,30,30,62,34,14,30,42,35,0,8050297
51300,0,30,30,62,34,14,30,42,35,0,8050297
68400,0,30,30,62,34,14,30,42,35,0,8050297
18000,-3437.0216,7,30,26,15,30,30,42,35,39.4119033813477,8050297
20700,-11.8293,7,30,62,34,30,30,42,35,40.6357345581055,8050297
18900,-2717.611,7,30,26,15,30,30,42,35,39.4119033813477,8050297
69300,0,30,30,62,34,14,30,42,35,0,8050297
52200,0,30,30,62,34,14,30,42,35,0,8050297
70200,0,30,30,62,34,14,30,42,35,0,8050297
53100,0,30,30,62,34,14,30,42,35,0,8050297
71100,0,30,30,62,34,14,30,42,35,0,8050297
54000,0,30,30,62,34,14,30,42,35,0,8050297
72000,0,30,30,62,34,14,30,42,35,0,8050297
21600,-112.4812,7,30,26,15,30,30,42,35,7.69068670272827,8050297
54900,0,30,30,62,34,14,30,42,35,0,8050297
22500,-10114.5205,30,30,62,15,14,30,42,35,7.69068670272827,8050297
72900,0,30,30,62,34,14,30,42,35,0,8050297
19800,-283.8265,7,30,26,15,14,30,42,35,38.4102973937988,8050297
55800,0,30,30,62,34,14,30,42,35,0,8050297
73800,0,30,30,62,34,14,30,42,35,0,8050297
56700,0,30,30,62,34,14,30,42,35,0,8050297
74700,0,30,30,62,15,14,30,42,35,0,8050297
23400,-5099.2491,7,30,26,34,14,30,42,35,0,8050297
57600,0,30,30,62,34,14,30,42,35,0,8050297
75600,0,30,30,62,15,14,30,42,35,0,8050297
24300,0,30,30,62,34,14,30,42,35,0,8050297
58500,0,30,30,62,34,14,30,42,35,0,8050297
76500,0,30,30,62,34,14,30,42,35,0,8050297
25200,0,30,30,62,34,14,30,42,35,0,8050297
59400,0,30,30,62,34,14,30,42,35,0,8050297
77400,0,30,30,62,22,14,30,42,35,0,8050297
60300,0,30,30,62,34,14,30,42,35,0,8050297
78300,0,30,30,62,34,14,30,42,35,0,8050297
61200,0,30,30,62,34,14,30,42,35,0,8050297
79200,0,30,30,62,34,14,30,42,35,0,8050297
62100,0,30,30,62,34,14,30,42,35,0,8050297
80100,0,30,30,62,34,14,30,42,35,0,8050297
81000,0,30,30,62,34,14,30,42,35,0,8050297
20700,-778.9659,7,30,26,15,30,30,42,35,30.2719097137451,8050297
63000,0,30,30,62,34,14,30,42,35,0,8050297
81900,0,30,30,62,34,14,30,42,35,0,8050297
63900,0,30,30,62,34,14,30,42,35,0,8050297
82800,0,30,30,62,34,14,30,42,35,0,8050297
83700,0,30,30,62,34,14,30,42,35,0,8050297
84600,0,30,30,62,34,14,30,42,35,0,8050297
21600,-204.2338,7,30,26,15,30,30,42,35,18.4677734375,8050297
85500,0,30,30,62,34,14,30,42,35,0,8050297
22500,-15311.4198,30,30,62,15,14,30,42,35,0,8050297
86400,0,30,30,62,34,14,30,42,35,0,8050297
64800,0,30,30,62,34,14,30,42,35,0,8050297
23400,-58557.0727,30,30,62,34,14,30,42,35,0,8050297
87300,0,30,30,62,34,14,30,42,35,0,8050297
65700,0,30,30,62,34,14,30,42,35,0,8050297
24300,0,30,30,62,34,14,30,42,35,0,8050297
88200,0,30,30,62,34,14,30,42,35,0,8050297
66600,0,30,30,62,34,14,30,42,35,0,8050297
25200,0,30,30,62,34,14,30,42,35,0,8050297
67500,0,30,30,62,34,14,30,42,35,0,8050297
89100,0,30,30,62,34,14,30,42,35,0,8050297
26100,0,30,30,62,34,14,30,42,35,0,8050297
68400,0,30,30,15,34,14,30,42,35,0,8050297
27000,0,30,30,62,34,14,30,42,35,0,8050297
90000,0,30,30,62,34,14,30,42,35,0,8050297
69300,0,30,30,62,34,14,30,42,35,0,8050297
70200,0,30,30,62,34,14,30,42,35,0,8050297
27900,0,30,30,62,34,14,30,42,35,0,8050297
71100,0,30,30,62,34,14,30,42,35,0,8050297
90900,0,30,30,62,34,14,30,42,35,0,8050297
72000,0,30,30,62,34,14,30,42,35,0,8050297
91800,0,30,30,62,34,14,30,42,35,0,8050297
28800,0,30,30,62,34,14,30,42,35,0,8050297
92700,0,30,30,62,34,14,30,42,35,0,8050297
29700,0,30,30,62,34,14,30,42,35,0,8050297
93600,0,30,30,62,34,14,30,42,35,0,8050297
30600,0,30,30,62,34,14,30,42,35,0,8050297
94500,0,30,30,62,34,14,30,42,35,0,8050297
95400,0,30,30,62,34,14,30,42,35,0,8050297
31500,0,30,30,62,34,14,30,42,35,0,8050297
96300,0,30,30,62,34,14,30,42,35,0,8050297
32400,0,30,30,62,34,14,30,42,35,0,8050297
97200,0,30,30,62,34,14,30,42,35,0,8050297
33300,0,30,30,62,66,14,30,42,35,0,8050297
98100,0,30,30,62,34,14,30,42,35,0,8050297
34200,0,30,30,62,34,14,30,42,35,0,8050297
99000,0,30,30,62,34,14,30,42,35,0,8050297
99900,0,30,30,62,34,14,30,42,35,0,8050297
100800,0,30,30,15,34,14,30,42,35,0,8050297
101700,0,30,30,62,34,14,30,42,35,0,8050297
102600,0,30,30,62,34,14,30,42,35,0,8050297
103500,0,30,30,62,34,14,30,42,35,0,8050297
104400,0,30,30,62,34,14,30,42,35,0,8050297
900,-3.8829,16,30,16,30,16,30,16,30,16.0936660766602,8050297
1800,-10.6152,29,9,15,15,30,30,22,31,12.0035400390625,8050297
2700,-3.1272,17,30,15,41,30,30,42,15,19.001594543457,8050297
3600,-38.8304,18,30,15,69,14,30,42,15,18.2215423583984,8050297
4500,-24.7643,5,7,32,22,7,9,42,40,24.6666526794434,8050297
5400,-15.3582,23,30,26,25,8,30,19,35,24.6666526794434,8050297
6300,-160.6646,30,30,39,60,30,30,54,19,31.211935043335,8050297
7200,-125.859,7,30,59,15,30,30,38,15,31.211935043335,8050297
8100,-4714.444,27,30,17,66,5,30,15,26,51.4890213012695,8050297
9000,-1140.5884,20,21,19,24,30,30,48,60,51.4890213012695,8050297
9900,-5077.7344,10,30,16,31,16,30,47,38,44.150577545166,8050297
10800,-1501.1714,30,30,16,15,30,30,42,35,54.5241889953613,8050297
11700,-642.8955,30,30,55,43,30,18,57,48,51.5795059204102,8050297
12600,-1152.526,20,30,20,35,30,30,42,35,64.9677581787109,8050297
13500,-9886.3653,30,30,31,15,30,14,29,39,51.8640403747559,8050297
14400,-1655.7993,30,22,26,15,30,11,25,35,57.5868721008301,8050297
15300,-12273.6325,30,30,44,57,30,30,47,43,51.9159622192383,8050297
16200,-3417.7478,30,30,26,15,30,30,42,35,40.4047889709473,8050297
17100,-4413.4092,7,30,26,15,30,30,42,35,38.8078155517578,8050297
18000,-1346.5181,7,30,26,15,30,30,42,35,38.8078155517578,8050297
18900,-3003.1651,7,30,26,15,30,30,42,35,47.1503868103027,8050297
19800,-379.1049,7,30,26,15,14,30,42,23,30.6169300079346,8050297
20700,-14646.5391,30,30,26,34,30,30,42,35,46.2638626098633,8050297
21600,-20754.4364,7,30,26,15,30,30,42,35,18.0610122680664,8050297
22500,-3943.8939,30,30,62,34,14,30,42,15,0.519259631633758,8050297
23400,-20141.1814,30,30,62,34,14,30,42,35,0,8050297
24300,0,30,30,62,34,14,30,42,35,0,8050297
25200,0,30,30,62,34,14,30,42,35,0,8050297
900,-11.1841,16,30,16,30,16,30,16,30,16.0290107727051,8050297
1800,-2.2163,23,30,15,36,5,5,19,15,14.0701265335083,8050297
2700,-5.2329,30,24,19,50,30,21,42,15,16.0884399414063,8050297
3600,-48.3249,24,30,41,22,14,30,22,15,26.5696678161621,8050297
4500,-64.9787,30,30,37,56,30,5,65,17,24.908748626709,8050297
5400,-19.2485,6,21,19,53,30,30,65,51,29.1303329467773,8050297
6300,-116.2453,28,30,60,48,30,30,26,51,27.7222213745117,8050297
7200,-1142.1214,30,30,36,50,14,30,42,15,42.1099128723145,8050297
8100,-407.9536,22,5,25,60,15,30,21,40,44.5569725036621,8050297
9000,-2617.0156,6,30,56,15,9,18,68,39,49.3056221008301,8050297
9900,-4851.5909,30,30,25,15,30,30,42,43,49.3056221008301,8050297
10800,-1539.5231,14,27,44,34,30,30,43,44,46.7960166931152,8050297
900,-8.3625,16,30,16,30,16,30,16,30,13.7369337081909,8050297
11700,-5308.6109,25,16,45,21,30,30,29,24,61.0362358093262,8050297
1800,-1.3199,18,6,38,27,14,5,42,65,13.7369337081909,8050297
12600,-863.5814,30,30,15,15,30,30,67,68,49.7630271911621,8050297
2700,-0.4798,5,30,58,65,30,26,15,20,12.5029802322388,8050297
900,-6.5959,16,30,16,30,16,30,16,30,14.2944326400757,8050297
13500,-4120.7063,30,30,51,23,30,30,57,39,48.8239440917969,8050297
1800,-3.6719,29,10,15,26,14,30,42,15,15.9369344711304,8050297
2700,-1.8631,30,5,15,60,14,30,15,60,14.1908302307129,8050297
3600,-46.8829,30,5,58,15,30,7,36,42,14.1908302307129,8050297
14400,-23189.7494,30,26,60,39,30,30,37,66,48.8239440917969,8050297
4500,-4.792,30,5,18,51,11,15,36,41,23.5135192871094,8050297
15300,-12000.2144,16,30,19,42,30,30,55,22,47.2840576171875,8050297
5400,-84.7205,7,30,38,55,14,30,42,35,27.3189582824707,8050297
6300,-73.4167,5,30,43,15,14,30,42,35,22.5661354064941,8050297
16200,-11428.0015,7,30,69,15,30,30,68,27,44.034553527832,8050297
7200,-287.1906,30,5,53,47,30,30,42,35,47.0779418945313,8050297
17100,-848.1886,7,30,26,15,30,30,42,35,44.034553527832,8050297
18000,-767.5598,7,30,26,34,14,30,42,35,42.2647705078125,8050297
8100,-378.6341,30,5,32,36,7,12,59,15,46.1098213195801,8050297
3600,-106.7542,30,30,15,69,30,30,15,15,20.0220050811768,8050297
9000,-306.9405,30,8,60,23,30,30,41,64,46.1098213195801,8050297
18900,-2218.8853,7,30,26,34,30,30,42,35,42.2647705078125,8050297
19800,-4887.223,7,30,26,15,30,30,42,35,33.4378395080566,8050297
4500,-61.5992,18,30,15,26,30,30,64,58,20.0220050811768,8050297
9900,-3212.9004,30,30,39,15,30,14,55,49,46.5342102050781,8050297
20700,-151.5304,7,30,26,15,30,30,42,35,24.9625110626221,8050297
10800,-593.9494,30,30,31,39,30,30,37,43,43.5142097473145,8050297
21600,-3172.2467,7,30,26,15,30,30,42,35,4.70963048934937,8050297
22500,-313.8831,30,30,62,34,14,30,42,35,0.5909184217453,8050297
23400,-17503.3044,30,30,62,34,14,30,42,35,0,8050297
24300,0,30,30,62,34,14,30,42,35,0,8050297
25200,0,30,30,62,34,14,30,42,35,0,8050297
26100,0,30,30,62,34,14,30,42,38,0,8050297
900,-6.8426,16,30,16,30,16,30,16,30,11.9820222854614,8050297
27000,0,30,30,62,34,14,30,42,35,0,8050297
1800,-5.2621,30,30,15,55,15,30,42,63,12.8100080490112,8050297
2700,-0.5454,30,30,45,22,30,30,42,62,14.4906749725342,8050297
11700,-1179.4916,30,30,26,34,30,30,42,35,61.5696411132813,8050297
3600,-63.7492,18,5,15,15,15,30,42,15,19.9971313476562,8050297
12600,-53.4308,30,30,31,42,30,30,29,15,61.5696411132813,8050297
5400,-10.2925,18,30,20,40,19,5,15,15,23.2969036102295,8050297
4500,-22.7679,30,30,60,44,30,11,20,19,21.6599884033203,8050297
5400,-37.5686,7,30,26,15,30,30,15,35,22.020227432251,8050297
6300,-413.9325,18,30,26,15,5,30,42,35,22.020227432251,8050297
7200,-82.7403,7,30,26,15,15,30,42,35,24.4748687744141,8050297
13500,-3777.0902,30,30,25,15,30,30,40,68,54.2608032226562,8050297
14400,-15820.2058,30,30,46,29,30,30,51,64,49.7549438476563,8050297
6300,-1010.4515,7,30,26,15,30,30,16,15,25.3232917785645,8050297
8100,-901.7251,7,30,36,47,30,30,42,35,49.376766204834,8050297
15300,-3937.8766,22,30,35,15,22,30,27,27,49.7549438476563,8050297
9000,-682.599,21,30,15,42,30,24,57,36,48.1082649230957,8050297
7200,-101.7601,10,30,15,15,30,30,27,15,24.2426052093506,8050297
16200,-3845.8562,7,30,26,20,19,11,29,69,44.6639213562012,8050297
9900,-207.835,30,28,68,32,13,30,46,43,48.1082649230957,8050297
10800,-2000.5785,30,30,15,15,5,30,42,43,62.7997436523438,8050297
8100,-76.5441,30,9,30,63,30,30,53,58,40.8417091369629,8050297
17100,-4419.045,30,30,26,15,23,30,42,35,47.7777786254883,8050297
9000,-67.5819,30,30,15,42,30,22,60,56,58.0126800537109,8050297
18000,-685.716,7,30,26,15,30,30,42,35,39.185245513916,8050297
11700,-2994.094,30,23,52,15,30,20,39,44,49.4426307678223,8050297
12600,-4168.4489,7,30,26,15,23,30,24,66,60.0469741821289,8050297
18900,-1324.1814,20,30,26,16,30,30,42,47,38.9891777038574,8050297
9900,-3474.5849,14,5,63,54,23,22,36,46,55.2582054138184,8050297
10800,-106.3128,20,30,56,15,5,30,29,28,50.043586730957,8050297
19800,-1370.2142,7,30,26,15,30,30,42,35,35.5005226135254,8050297
